#separator:Pipe          
#notetype:Latin Conjugation
#deck column:7
#columns:Verb|Conjugated Verb|Conjugation Meaning|Greek Sentence|English Sentence|Morphology|Deck
ποιέω|ἐποίησαν|they made/did|<v>ἐποίησαν</v> τὸ ἔργον.|They made the work.|3P pl. aor. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήσατον|you both made/did|<v>ἐποιήσατον</v> τὸ ἔργον.|You both made the work.|2P dual. aor. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιησάτην|they both made/did|<v>ἐποιησάτην</v> τὸ ἔργον.|They both made the work.|3P dual. aor. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιησάμην|I made for myself|<v>ἐποιησάμην</v> τὸ ἔργον.|I made the work for myself.|1P sg. aor. mid. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήσω|you made for yourself|<v>ἐποιήσω</v> τὸ ἔργον.|You made the work for yourself.|2P sg. aor. mid. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήσατο|he/she/it made for oneself|<v>ἐποιήσατο</v> τὸ ἔργον.|He made the work for himself.|3P sg. aor. mid. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιησάμεθα|we made for ourselves|<v>ἐποιησάμεθα</v> τὸ ἔργον.|We made the work for ourselves.|1P pl. aor. mid. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήσασθε|you made for yourselves|<v>ἐποιήσασθε</v> τὸ ἔργον.|You made the work for yourselves.|2P pl. aor. mid. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήσαντο|they made for themselves|<v>ἐποιήσαντο</v> τὸ ἔργον.|They made the work for themselves.|3P pl. aor. mid. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήσασθον|you both made for yourselves|<v>ἐποιήσασθον</v> τὸ ἔργον.|You both made the work for yourselves.|2P dual. aor. mid. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιησάσθην|they both made for themselves|<v>ἐποιησάσθην</v> τὸ ἔργον.|They both made the work for themselves.|3P dual. aor. mid. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήθην|I was made/done|<v>ἐποιήθην</v> ὑπὸ τοῦ διδασκάλου.|I was made by the teacher.|1P sg. aor. pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήθης|you were made/done|<v>ἐποιήθης</v> ὑπὸ τοῦ διδασκάλου.|You were made by the teacher.|2P sg. aor. pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήθη|he/she/it was made/done|<v>ἐποιήθη</v> ὑπὸ τοῦ διδασκάλου.|It was made by the teacher.|3P sg. aor. pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήθημεν|we were made/done|<v>ἐποιήθημεν</v> ὑπὸ τοῦ διδασκάλου.|We were made by the teacher.|1P pl. aor. pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήθητε|you were made/done|<v>ἐποιήθητε</v> ὑπὸ τοῦ διδασκάλου.|You were made by the teacher.|2P pl. aor. pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήθησαν|they were made/done|<v>ἐποιήθησαν</v> ὑπὸ τοῦ διδασκάλου.|They were made by the teacher.|3P pl. aor. pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιήθητον|you both were made/done|<v>ἐποιήθητον</v> ὑπὸ τοῦ διδασκάλου.|You both were made by the teacher.|2P dual. aor. pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐποιηθήτην|they both were made/done|<v>ἐποιηθήτην</v> ὑπὸ τοῦ διδασκάλου.|They both were made by the teacher.|3P dual. aor. pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίηκα|I have made/done|<v>πεποίηκα</v> τὸ ἔργον.|I have done the work.|1P sg. perf. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίηκας|you have made/done|<v>πεποίηκας</v> τὸ ἔργον.|You have done the work.|2P sg. perf. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίηκε(ν)|he/she/it has made/done|<v>πεποίηκε</v> τὸ ἔργον.|He has done the work.|3P sg. perf. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποιήκαμεν|we have made/done|<v>πεποιήκαμεν</v> τὸ ἔργον.|We have done the work.|1P pl. perf. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποιήκατε|you have made/done|<v>πεποιήκατε</v> τὸ ἔργον.|You have done the work.|2P pl. perf. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποιήκασι(ν)|they have made/done|<v>πεποιήκασι</v> τὸ ἔργον.|They have done the work.|3P pl. perf. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίηκατον|you both have made/done|<v>πεποίηκατον</v> τὸ ἔργον.|You both have done the work.|2P dual. perf. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίηκατον|they both have made/done|<v>πεποίηκατον</v> τὸ ἔργον.|They both have done the work.|3P dual. perf. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίημαι|I have been made/done|<v>πεποίημαι</v> ὑπὸ τοῦ διδασκάλου.|I have been made by the teacher.|1P sg. perf. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίησαι|you have been made/done|<v>πεποίησαι</v> ὑπὸ τοῦ διδασκάλου.|You have been made by the teacher.|2P sg. perf. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίηται|he/she/it has been made/done|<v>πεποίηται</v> ὑπὸ τοῦ διδασκάλου.|It has been made by the teacher.|3P sg. perf. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποιήμεθα|we have been made/done|<v>πεποιήμεθα</v> ὑπὸ τοῦ διδασκάλου.|We have been made by the teacher.|1P pl. perf. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίησθε|you have been made/done|<v>πεποίησθε</v> ὑπὸ τοῦ διδασκάλου.|You have been made by the teacher.|2P pl. perf. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίηνται|they have been made/done|<v>πεποίηνται</v> ὑπὸ τοῦ διδασκάλου.|They have been made by the teacher.|3P pl. perf. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίησθον|you both have been made/done|<v>πεποίησθον</v> ὑπὸ τοῦ διδασκάλου.|You both have been made by the teacher.|2P dual. perf. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|πεποίησθον|they both have been made/done|<v>πεποίησθον</v> ὑπὸ τοῦ διδασκάλου.|They both have been made by the teacher.|3P dual. perf. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιήκη|I had made/done|<v>ἐπεποιήκη</v> τὸ ἔργον.|I had done the work.|1P sg. plup. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιήκης|you had made/done|<v>ἐπεποιήκης</v> τὸ ἔργον.|You had done the work.|2P sg. plup. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιήκει|he/she/it had made/done|<v>ἐπεποιήκει</v> τὸ ἔργον.|He had done the work.|3P sg. plup. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιήκεμεν|we had made/done|<v>ἐπεποιήκεμεν</v> τὸ ἔργον.|We had done the work.|1P pl. plup. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιήκετε|you had made/done|<v>ἐπεποιήκετε</v> τὸ ἔργον.|You had done the work.|2P pl. plup. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιήκεσαν|they had made/done|<v>ἐπεποιήκεσαν</v> τὸ ἔργον.|They had done the work.|3P pl. plup. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιήκετον|you both had made/done|<v>ἐπεποιήκετον</v> τὸ ἔργον.|You both had done the work.|2P dual. plup. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιηκέτην|they both had made/done|<v>ἐπεποιηκέτην</v> τὸ ἔργον.|They both had done the work.|3P dual. plup. act. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιήμην|I had been made/done|<v>ἐπεποιήμην</v> ὑπὸ τοῦ διδασκάλου.|I had been made by the teacher.|1P sg. plup. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποίησο|you had been made/done|<v>ἐπεποίησο</v> ὑπὸ τοῦ διδασκάλου.|You had been made by the teacher.|2P sg. plup. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποίητο|he/she/it had been made/done|<v>ἐπεποίητο</v> ὑπὸ τοῦ διδασκάλου.|It had been made by the teacher.|3P sg. plup. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιήμεθα|we had been made/done|<v>ἐπεποιήμεθα</v> ὑπὸ τοῦ διδασκάλου.|We had been made by the teacher.|1P pl. plup. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποίησθε|you had been made/done|<v>ἐπεποίησθε</v> ὑπὸ τοῦ διδασκάλου.|You had been made by the teacher.|2P pl. plup. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποίηντο|they had been made/done|<v>ἐπεποίηντο</v> ὑπὸ τοῦ διδασκάλου.|They had been made by the teacher.|3P pl. plup. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποίησθον|you both had been made/done|<v>ἐπεποίησθον</v> ὑπὸ τοῦ διδασκάλου.|You both had been made by the teacher.|2P dual. plup. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ἐπεποιήσθην|they both had been made/done|<v>ἐπεποιήσθην</v> ὑπὸ τοῦ διδασκάλου.|They both had been made by the teacher.|3P dual. plup. mid/pass. ind.|Greek Conjugation::5. ποιέω
ποιέω|ποιῶ|I make/do|<v>ποιῶ</v> τὸ ἔργον.|I make the work.|1P sg. pres. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῇς|you make/do|<v>ποιῇς</v> τὸ ἔργον.|You make the work.|2P sg. pres. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῇ|he/she/it makes/does|<v>ποιῇ</v> τὸ ἔργον.|He makes the work.|3P sg. pres. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῶμεν|we make/do|<v>ποιῶμεν</v> τὸ ἔργον.|We make the work.|1P pl. pres. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῆτε|you make/do|<v>ποιῆτε</v> τὸ ἔργον.|You make the work.|2P pl. pres. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῶσι(ν)|they make/do|<v>ποιῶσι</v> τὸ ἔργον.|They make the work.|3P pl. pres. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῆτον|you both make/do|<v>ποιῆτον</v> τὸ ἔργον.|You both make the work.|2P dual. pres. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῆτον|they both make/do|<v>ποιῆτον</v> τὸ ἔργον.|They both make the work.|3P dual. pres. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῶμαι|I make/do for myself|<v>ποιῶμαι</v> τὸ ἔργον.|I make the work for myself.|1P sg. pres. mid/pass. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῇ|you make/do for yourself|<v>ποιῇ</v> τὸ ἔργον.|You make the work for yourself.|2P sg. pres. mid/pass. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῆται|he/she/it makes/does for self|<v>ποιῆται</v> τὸ ἔργον.|He makes the work for himself.|3P sg. pres. mid/pass. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιώμεθα|we make/do for ourselves|<v>ποιώμεθα</v> τὸ ἔργον.|We make the work for ourselves.|1P pl. pres. mid/pass. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῆσθε|you make/do for yourselves|<v>ποιῆσθε</v> τὸ ἔργον.|You make the work for yourselves.|2P pl. pres. mid/pass. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῶνται|they make/do for themselves|<v>ποιῶνται</v> τὸ ἔργον.|They make the work for themselves.|3P pl. pres. mid/pass. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῆσθον|you both make/do for yourselves|<v>ποιῆσθον</v> τὸ ἔργον.|You both make the work for yourselves.|2P dual. pres. mid/pass. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιῆσθον|they both make/do for themselves|<v>ποιῆσθον</v> τὸ ἔργον.|They both make the work for themselves.|3P dual. pres. mid/pass. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσω|I might make/do|<v>ποιήσω</v> τὸ ἔργον.|I might make the work.|1P sg. aor. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσῃς|you might make/do|<v>ποιήσῃς</v> τὸ ἔργον.|You might make the work.|2P sg. aor. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσῃ|he/she/it might make/do|<v>ποιήσῃ</v> τὸ ἔργον.|He might make the work.|3P sg. aor. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσωμεν|we might make/do|<v>ποιήσωμεν</v> τὸ ἔργον.|We might make the work.|1P pl. aor. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσητε|you might make/do|<v>ποιήσητε</v> τὸ ἔργον.|You might make the work.|2P pl. aor. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσωσι(ν)|they might make/do|<v>ποιήσωσι</v> τὸ ἔργον.|They might make the work.|3P pl. aor. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσητον|you both might make/do|<v>ποιήσητον</v> τὸ ἔργον.|You both might make the work.|2P dual. aor. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσητον|they both might make/do|<v>ποιήσητον</v> τὸ ἔργον.|They both might make the work.|3P dual. aor. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσωμαι|I might make/do for myself|<v>ποιήσωμαι</v> τὸ ἔργον.|I might make the work for myself.|1P sg. aor. mid. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσῃ|you might make/do for yourself|<v>ποιήσῃ</v> τὸ ἔργον.|You might make the work for yourself.|2P sg. aor. mid. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσηται|he/she/it might make/do for self|<v>ποιήσηται</v> τὸ ἔργον.|He might make the work for himself.|3P sg. aor. mid. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιησώμεθα|we might make/do for ourselves|<v>ποιησώμεθα</v> τὸ ἔργον.|We might make the work for ourselves.|1P pl. aor. mid. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσησθε|you might make/do for yourselves|<v>ποιήσησθε</v> τὸ ἔργον.|You might make the work for yourselves.|2P pl. aor. mid. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσωνται|they might make/do for themselves|<v>ποιήσωνται</v> τὸ ἔργον.|They might make the work for themselves.|3P pl. aor. mid. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσησθον|you both might make/do for yourselves|<v>ποιήσησθον</v> τὸ ἔργον.|You both might make the work for yourselves.|2P dual. aor. mid. subj.|Greek Conjugation::5. ποιέω
ποιέω|ποιήσησθον|they both might make/do for themselves|<v>ποιήσησθον</v> τὸ ἔργον.|They both might make the work for themselves.|3P dual. aor. mid. subj.|Greek Conjugation::5. ποιέω
ποιέω|πεποιήκω|I have made/done|<v>πεποιήκω</v> τὸ ἔργον.|I have made the work.|1P sg. perf. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|πεποιήκῃς|you have made/done|<v>πεποιήκῃς</v> τὸ ἔργον.|You have made the work.|2P sg. perf. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|πεποιήκῃ|he/she/it has made/done|<v>πεποιήκῃ</v> τὸ ἔργον.|He has made the work.|3P sg. perf. act. subj.|Greek Conjugation::5. ποιέω
ποιέω|πεποιήκωμεν|we have made/done|<v>πεποιήκωμεν</v> τὸ ἔργον.|We have made the work.|1P pl. perf. act. subj.|Greek Conjugation::5. ποιέω
